time	hru_snow(1)	hru_snow(2)	hru_snow(3)	hru_snow(4)	hru_snow(5)	hru_snow(6)	hru_snow(7)	hru_snow(8)	hru_snow(9)	hru_snow(10)	hru_snow(11)	hru_snow(12)	hru_snow(13)	hru_snow(14)	hru_snow(15)	hru_snow(16)	hru_snow(17)	hru_snow(18)	hru_snow(19)	hru_snow(20)	hru_snow(21)	hru_snow(22)	hru_snow(23)	hru_snow(24)	hru_snow(25)	hru_snow(26)	hru_snow(27)	hru_snow(28)	hru_snow(29)	hru_snow(30)	hru_snow(31)	hru_snow(32)	hru_snow(33)	hru_snow(34)	hru_snow(35)	hru_snow(36)	hru_snow(37)	hru_snow(38)	hru_snow(39)	hru_snow(40)	hru_snow(41)	hru_snow(42)	hru_snow(43)	hru_snow(44)	hru_snow(45)	hru_snow(46)	hru_snow(47)	hru_snow(48)
2022-06-19T21:00	0.003818525	0.003818525	0.003818525	0.003818525	0.003818525	0.003818525	0.003818525	0.003818525	0.003818525	0.003818525	0.003818525	0.003818525	0.003818525	0.003818525	0.003818525	0.003818525	0.003818525	0.003818525	0.003818525	0.003818525	0.003818525	0.003818525	0.003818525	0.003818525	0.003818525	0.003818525	0.003818525	0.003818525	0.003818525	0.003818525	0.003818525	0.003818525	0.003818525	0.003818525	0.001117786	0.003818525	0.003818525	0.003818525	0.0007081627	0.003818525	0.003818525	0.003818525	0.003818525	0.003818525	0.003818525	0.003818525	0.003818525	0.003818525
2022-06-19T22:00	0.006703632	0.006703632	0.006703632	0.006703632	0.006703632	0.006703632	0.006703632	0.006703632	0.006703632	0.006703632	0.006703632	0.006703632	0.006703632	0.006703632	0.006703632	0.006703632	0.006703632	0.006703632	0.006703632	0.006703632	0.006703632	0.002839902	0.006703632	0.006703632	0.004844898	0.006703632	0.002693641	0.00409531	0.006703632	0.006703632	0.006703632	0.006703632	0.006703632	0.006703632	0	0.006703632	0.006703632	0.006703632	0	0.006703632	0.003254309	0.006703632	0.006703632	0.006703632	0.006703632	0.006703632	0.006703632	0.006703632
2022-06-19T23:00	0.003309388	0.003309388	0.003309388	0.003309388	0.003309388	0.003309388	0.003309388	0.003309388	0.003309388	0.003309388	0.003309388	0.003309388	0.003309388	0.003309388	0.003309388	0.003309388	0.003309388	0.003309388	0.003309388	0.003309388	0.003309388	0.002367717	0.003309388	0.003309388	0.003309388	0.003309388	0.002295512	0.002960398	0.003309388	0.003309388	0.003309388	0.003309388	0.003309388	0.003309388	0	0.003309388	0.003309388	0.003309388	0	0.003309388	0.002563271	0.003309388	0.003309388	0.003309388	0.003309388	0.003309388	0.003309388	0.003309388
2022-06-20T00:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2022-06-20T01:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2022-06-20T02:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2022-06-20T03:00	0.002885107	0.002885107	0.002885107	0.002885107	0.002885107	0.002885107	0.002885107	0.002885107	0.002885107	0.002885107	0.002885107	0.002885107	0.002885107	0.002885107	0.002885107	0.002885107	0.002885107	0.002885107	0.002885107	0.002885107	0.002885107	0.002885107	0.002885107	0.002885107	0.002885107	0.002885107	0.002885107	0.002885107	0.002885107	0.002885107	0.002885107	0.002885107	0.002885107	0.002885107	0.001043884	0.002885107	0.002885107	0.002885107	0.0007448823	0.002885107	0.002885107	0.002885107	0.002885107	0.002885107	0.002885107	0.002885107	0.002885107	0.002885107
2022-06-20T04:00	0.005685359	0.005685359	0.005685359	0.005685359	0.005685359	0.005685359	0.005685359	0.005685359	0.005685359	0.005685359	0.005685359	0.005685359	0.005685359	0.005685359	0.005685359	0.005685359	0.005685359	0.005685359	0.005685359	0.005685359	0.005685359	0.005685359	0.005685359	0.005685359	0.005685359	0.005685359	0.005685359	0.005685359	0.005685359	0.005685359	0.005685359	0.005685359	0.005685359	0.005685359	0.002615265	0.005685359	0.005685359	0.005685359	0.002015718	0.005685359	0.005685359	0.005685359	0.005685359	0.005685359	0.005685359	0.005685359	0.005685359	0.005685359
2022-06-20T05:00	0.004327661	0.004327661	0.004327661	0.004327661	0.004327661	0.004327661	0.004327661	0.004327661	0.004327661	0.004327661	0.004327661	0.004327661	0.004327661	0.004327661	0.004327661	0.004327661	0.004327661	0.004327661	0.004327661	0.004327661	0.004327661	0.004327661	0.004327661	0.004327661	0.004327661	0.004327661	0.004327661	0.004327661	0.004327661	0.004327661	0.004327661	0.004327661	0.004327661	0.004327661	0.004327661	0.004327661	0.004327661	0.004327661	0.004327661	0.004327661	0.004327661	0.004327661	0.004327661	0.004327661	0.004327661	0.004327661	0.004327661	0.004327661
2022-06-20T06:00	0.001866834	0.001866834	0.001866834	0.001866834	0.001866834	0.001866834	0.001866834	0.001866834	0.001866834	0.001866834	0.001866834	0.001866834	0.001866834	0.001866834	0.001866834	0.001866834	0.001866834	0.001866834	0.001866834	0.001866834	0.001866834	0.001866834	0.001866834	0.001866834	0.001866834	0.001866834	0.001866834	0.001866834	0.001866834	0.001866834	0.001866834	0.001866834	0.001866834	0.001866834	0.001449342	0.001866834	0.001866834	0.001866834	0.001242293	0.001866834	0.001866834	0.001866834	0.001866834	0.001866834	0.001866834	0.001866834	0.001866834	0.001866834
2022-06-20T07:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2022-06-20T08:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2022-06-20T09:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2022-06-20T10:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2022-06-20T11:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2022-06-20T12:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2022-06-20T13:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2022-06-20T14:00	0.001442554	0.001442554	0.001442554	0.001442554	0.001442554	0.001442554	0.001442554	0.001442554	0.001442554	0.001442554	0.001442554	0.001442554	0.001442554	0.001442554	0.001442554	0.001442554	0.001442554	0.001442554	0.001442554	0.001442554	0.001442554	0.001442554	0.001442554	0.001442554	0.001442554	0.001442554	0.001442554	0.001442554	0.001442554	0.001442554	0.001442554	0.001442554	0.001442554	0.001442554	0.001442554	0.001442554	0.001442554	0.001442554	0.001442554	0.001442554	0.001442554	0.001442554	0.001442554	0.001442554	0.001442554	0.001442554	0.001442554	0.001442554
2022-06-20T15:00	0.002375971	0.002375971	0.002375971	0.002375971	0.002375971	0.002375971	0.002375971	0.002375971	0.002375971	0.002375971	0.002375971	0.002375971	0.002375971	0.002375971	0.002375971	0.002375971	0.002375971	0.002375971	0.002375971	0.002375971	0.002375971	0.002375971	0.002375971	0.002375971	0.002375971	0.002375971	0.002375971	0.002375971	0.002375971	0.002375971	0.002375971	0.002375971	0.002375971	0.002375971	0.002375971	0.002375971	0.002375971	0.002375971	0.002375971	0.002375971	0.002375971	0.002375971	0.002375971	0.002375971	0.002375971	0.002375971	0.002375971	0.002375971
2022-06-20T16:00	0.002885107	0.002885107	0.002885107	0.002885107	0.002885107	0.002885107	0.002885107	0.002885107	0.002885107	0.002885107	0.002885107	0.002885107	0.002885107	0.002885107	0.002885107	0.002885107	0.002885107	0.002885107	0.002885107	0.002885107	0.002885107	0.002885107	0.002885107	0.002885107	0.002885107	0.002885107	0.002885107	0.002885107	0.002885107	0.002885107	0.002885107	0.002885107	0.002885107	0.002885107	0.002885107	0.002885107	0.002885107	0.002885107	0.002596597	0.002885107	0.002885107	0.002885107	0.002885107	0.002885107	0.002885107	0.002885107	0.002885107	0.002885107
2022-06-20T17:00	0.001442554	0.001442554	0.001442554	0.001442554	0.001442554	0.001442554	0.001442554	0.001442554	0.001442554	0.001442554	0.001442554	0.001442554	0.001442554	0.001442554	0.001442554	0.001442554	0.001442554	0.001442554	0.001442554	0.001442554	0.001442554	0.001442554	0.001442554	0.001442554	0.001442554	0.001442554	0.001442554	0.001442554	0.001442554	0.001442554	0.001442554	0.001442554	0.001442554	0.001442554	0.001304855	0.001442554	0.001442554	0.001442554	0.001135683	0.001442554	0.001442554	0.001442554	0.001442554	0.001442554	0.001442554	0.001442554	0.001442554	0.001442554
2022-06-20T18:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2022-06-20T19:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2022-06-20T20:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2022-06-20T21:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2022-06-20T22:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2022-06-20T23:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2022-06-21T00:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2022-06-21T01:00	0.002885107	0.002885107	0.002885107	0.002885107	0.002885107	0.002885107	0.002885107	0.002885107	0.002885107	0.002885107	0.002885107	0.002885107	0.002885107	0.002885107	0.002885107	0.002885107	0.002885107	0.002885107	0.002885107	0.002885107	0.002885107	0.002885107	0.002885107	0.002885107	0.002885107	0.002885107	0.002885107	0.002885107	0.002885107	0.002885107	0.002885107	0.002885107	0.002885107	0.002885107	0.002885107	0.002885107	0.002885107	0.002885107	0.002885107	0.002885107	0.002885107	0.002885107	0.002885107	0.002885107	0.002885107	0.002885107	0.002885107	0.002885107
2022-06-21T02:00	0.005685359	0.005685359	0.005685359	0.005685359	0.005685359	0.005685359	0.005685359	0.005685359	0.005685359	0.005685359	0.005685359	0.005685359	0.005685359	0.005685359	0.005685359	0.005685359	0.005685359	0.005685359	0.005685359	0.005685359	0.005685359	0.005685359	0.005685359	0.005685359	0.005685359	0.005685359	0.005685359	0.005685359	0.005685359	0.005685359	0.005685359	0.005685359	0.005685359	0.005685359	0.005685359	0.005685359	0.005685359	0.005685359	0.005685359	0.005685359	0.005685359	0.005685359	0.005685359	0.005685359	0.005685359	0.005685359	0.005685359	0.005685359
2022-06-21T03:00	0.007637049	0.007637049	0.007637049	0.007637049	0.007637049	0.007637049	0.007637049	0.007637049	0.007637049	0.007637049	0.007637049	0.007637049	0.007637049	0.007637049	0.007637049	0.007637049	0.007637049	0.007637049	0.007637049	0.007637049	0.007637049	0.007637049	0.007637049	0.007637049	0.007637049	0.007637049	0.007637049	0.007637049	0.007637049	0.007637049	0.007637049	0.007637049	0.007637049	0.007637049	0.007637049	0.007637049	0.007637049	0.007637049	0.007637049	0.007637049	0.007637049	0.007637049	0.007637049	0.007637049	0.007637049	0.007637049	0.007637049	0.007637049
2022-06-21T04:00	0.007637049	0.007637049	0.007637049	0.007637049	0.007637049	0.007637049	0.007637049	0.007637049	0.007637049	0.007637049	0.007637049	0.007637049	0.007637049	0.007637049	0.007637049	0.007637049	0.007637049	0.007637049	0.007637049	0.007637049	0.007637049	0.007637049	0.007637049	0.007637049	0.007637049	0.007637049	0.007637049	0.007637049	0.007637049	0.007637049	0.007637049	0.007637049	0.007637049	0.007637049	0.007637049	0.007637049	0.007637049	0.007637049	0.007637049	0.007637049	0.007637049	0.007637049	0.007637049	0.007637049	0.007637049	0.007637049	0.007637049	0.007637049
2022-06-21T05:00	0.003818525	0.003818525	0.003818525	0.003818525	0.003818525	0.003818525	0.003818525	0.003818525	0.003818525	0.003818525	0.003818525	0.003818525	0.003818525	0.003818525	0.003818525	0.003818525	0.003818525	0.003818525	0.003818525	0.003818525	0.003818525	0.003818525	0.003818525	0.003818525	0.003818525	0.003818525	0.003818525	0.003818525	0.003818525	0.003818525	0.003818525	0.003818525	0.003818525	0.003818525	0.003818525	0.003818525	0.003818525	0.003818525	0.003818525	0.003818525	0.003818525	0.003818525	0.003818525	0.003818525	0.003818525	0.003818525	0.003818525	0.003818525
2022-06-21T06:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2022-06-21T07:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2022-06-21T08:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2022-06-21T09:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2022-06-21T10:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2022-06-21T11:00	0.001866834	0.001866834	0.001866834	0.001866834	0.001866834	0.001866834	0.001866834	0.001866834	0.001866834	0.001866834	0.001866834	0.001866834	0.001866834	0.001866834	0.001866834	0.001866834	0.001866834	0.001866834	0.001866834	0.001866834	0.001866834	0.001866834	0.001866834	0.001866834	0.001866834	0.001866834	0.001866834	0.001866834	0.001866834	0.001866834	0.001866834	0.001866834	0.001866834	0.001866834	0.001866834	0.001866834	0.001866834	0.001866834	0.001866834	0.001866834	0.001866834	0.001866834	0.001866834	0.001866834	0.001866834	0.001866834	0.001866834	0.001866834
2022-06-21T12:00	0.002885107	0.002885107	0.002885107	0.002885107	0.002885107	0.002885107	0.002885107	0.002885107	0.002885107	0.002885107	0.002885107	0.002885107	0.002885107	0.002885107	0.002885107	0.002885107	0.002885107	0.002885107	0.002885107	0.002885107	0.002885107	0.002885107	0.002885107	0.002885107	0.002885107	0.002885107	0.002885107	0.002885107	0.002885107	0.002885107	0.002885107	0.002885107	0.002885107	0.002885107	0.002885107	0.002885107	0.002885107	0.002885107	0.002885107	0.002885107	0.002885107	0.002885107	0.002885107	0.002885107	0.002885107	0.002885107	0.002885107	0.002885107
2022-06-21T13:00	0.01238899	0.01238899	0.01238899	0.01238899	0.01238899	0.01238899	0.01238899	0.01238899	0.01238899	0.01238899	0.01238899	0.01238899	0.01238899	0.01238899	0.01238899	0.01238899	0.01238899	0.01238899	0.01238899	0.01238899	0.01238899	0.01238899	0.01238899	0.01238899	0.01238899	0.01238899	0.01238899	0.01238899	0.01238899	0.01238899	0.01238899	0.01238899	0.01238899	0.01238899	0.01238899	0.01238899	0.01238899	0.01238899	0.01238899	0.01238899	0.01238899	0.01238899	0.01238899	0.01238899	0.01238899	0.01238899	0.01238899	0.01238899
2022-06-21T14:00	0.02189287	0.02189287	0.02189287	0.02189287	0.02189287	0.02189287	0.02189287	0.02189287	0.02189287	0.02189287	0.02189287	0.02189287	0.02189287	0.02189287	0.02189287	0.02189287	0.02189287	0.02189287	0.02189287	0.02189287	0.02189287	0.02189287	0.02189287	0.02189287	0.02189287	0.02189287	0.02189287	0.02189287	0.02189287	0.02189287	0.02189287	0.02189287	0.02189287	0.02189287	0.02189287	0.02189287	0.02189287	0.02189287	0.02189287	0.02189287	0.02189287	0.02189287	0.02189287	0.02189287	0.02189287	0.02189287	0.02189287	0.02189287
2022-06-21T15:00	0.02146859	0.02146859	0.02146859	0.02146859	0.02146859	0.02146859	0.02146859	0.02146859	0.02146859	0.02146859	0.02146859	0.02146859	0.02146859	0.02146859	0.02146859	0.02146859	0.02146859	0.02146859	0.02146859	0.02146859	0.02146859	0.02146859	0.02146859	0.02146859	0.02146859	0.02146859	0.02146859	0.02146859	0.02146859	0.02146859	0.02146859	0.02146859	0.02146859	0.02146859	0.02146859	0.02146859	0.02146859	0.02146859	0.02146859	0.02146859	0.02146859	0.02146859	0.02146859	0.02146859	0.02146859	0.02146859	0.02146859	0.02146859
2022-06-21T16:00	0.0152741	0.0152741	0.0152741	0.0152741	0.0152741	0.0152741	0.0152741	0.0152741	0.0152741	0.0152741	0.0152741	0.0152741	0.0152741	0.0152741	0.0152741	0.0152741	0.0152741	0.0152741	0.0152741	0.0152741	0.0152741	0.0152741	0.0152741	0.0152741	0.0152741	0.0152741	0.0152741	0.0152741	0.0152741	0.0152741	0.0152741	0.0152741	0.0152741	0.0152741	0.0152741	0.0152741	0.0152741	0.0152741	0.0152741	0.0152741	0.0152741	0.0152741	0.0152741	0.0152741	0.0152741	0.0152741	0.0152741	0.0152741
2022-06-21T17:00	0.009503883	0.009503883	0.009503883	0.009503883	0.009503883	0.009503883	0.009503883	0.009503883	0.009503883	0.009503883	0.009503883	0.009503883	0.009503883	0.009503883	0.009503883	0.009503883	0.009503883	0.009503883	0.009503883	0.009503883	0.009503883	0.009503883	0.009503883	0.009503883	0.009503883	0.009503883	0.009503883	0.009503883	0.009503883	0.009503883	0.009503883	0.009503883	0.009503883	0.009503883	0.009503883	0.009503883	0.009503883	0.009503883	0.009503883	0.009503883	0.009503883	0.009503883	0.009503883	0.009503883	0.009503883	0.009503883	0.009503883	0.009503883
2022-06-21T18:00	0.004327661	0.004327661	0.004327661	0.004327661	0.004327661	0.004327661	0.004327661	0.004327661	0.004327661	0.004327661	0.004327661	0.004327661	0.004327661	0.004327661	0.004327661	0.004327661	0.004327661	0.004327661	0.004327661	0.004327661	0.004327661	0.004327661	0.004327661	0.004327661	0.004327661	0.004327661	0.004327661	0.004327661	0.004327661	0.004327661	0.004327661	0.004327661	0.004327661	0.004327661	0.004327661	0.004327661	0.004327661	0.004327661	0.004327661	0.004327661	0.004327661	0.004327661	0.004327661	0.004327661	0.004327661	0.004327661	0.004327661	0.004327661
2022-06-21T19:00	0.001442554	0.001442554	0.001442554	0.001442554	0.001442554	0.001442554	0.001442554	0.001442554	0.001442554	0.001442554	0.001442554	0.001442554	0.001442554	0.001442554	0.001442554	0.001442554	0.001442554	0.001442554	0.001442554	0.001442554	0.001442554	0.001442554	0.001442554	0.001442554	0.001442554	0.001442554	0.001442554	0.001442554	0.001442554	0.001442554	0.001442554	0.001442554	0.001442554	0.001442554	0.001442554	0.001442554	0.001442554	0.001442554	0.001442554	0.001442554	0.001442554	0.001442554	0.001442554	0.001442554	0.001442554	0.001442554	0.001442554	0.001442554
2022-06-21T20:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2022-06-21T21:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2022-06-21T22:00	0.001442554	0.001442554	0.001442554	0.001442554	0.001442554	0.001442554	0.001442554	0.001442554	0.001442554	0.001442554	0.001442554	0.001442554	0.001442554	0.001442554	0.001442554	0.001442554	0.001442554	0.001442554	0.001442554	0.001442554	0.001442554	0.001442554	0.001442554	0.001442554	0.001442554	0.001442554	0.001442554	0.001442554	0.001442554	0.001442554	0.001442554	0.001442554	0.001442554	0.001442554	0.001442554	0.001442554	0.001442554	0.001442554	0.001442554	0.001442554	0.001442554	0.001442554	0.001442554	0.001442554	0.001442554	0.001442554	0.001442554	0.001442554
2022-06-21T23:00	0.004327661	0.004327661	0.004327661	0.004327661	0.004327661	0.004327661	0.004327661	0.004327661	0.004327661	0.004327661	0.004327661	0.004327661	0.004327661	0.004327661	0.004327661	0.004327661	0.004327661	0.004327661	0.004327661	0.004327661	0.004327661	0.004327661	0.004327661	0.004327661	0.004327661	0.004327661	0.004327661	0.004327661	0.004327661	0.004327661	0.004327661	0.004327661	0.004327661	0.004327661	0.004327661	0.004327661	0.004327661	0.004327661	0.004327661	0.004327661	0.004327661	0.004327661	0.004327661	0.004327661	0.004327661	0.004327661	0.004327661	0.004327661
2022-06-22T00:00	0.009503883	0.009503883	0.009503883	0.009503883	0.009503883	0.009503883	0.009503883	0.009503883	0.009503883	0.009503883	0.009503883	0.009503883	0.009503883	0.009503883	0.009503883	0.009503883	0.009503883	0.009503883	0.009503883	0.009503883	0.009503883	0.009503883	0.009503883	0.009503883	0.009503883	0.009503883	0.009503883	0.009503883	0.009503883	0.009503883	0.009503883	0.009503883	0.009503883	0.009503883	0.009503883	0.009503883	0.009503883	0.009503883	0.009503883	0.009503883	0.009503883	0.009503883	0.009503883	0.009503883	0.009503883	0.009503883	0.009503883	0.009503883
2022-06-22T01:00	0.01569838	0.01569838	0.01569838	0.01569838	0.01569838	0.01569838	0.01569838	0.01569838	0.01569838	0.01569838	0.01569838	0.01569838	0.01569838	0.01569838	0.01569838	0.01569838	0.01569838	0.01569838	0.01569838	0.01569838	0.01569838	0.01569838	0.01569838	0.01569838	0.01569838	0.01569838	0.01569838	0.01569838	0.01569838	0.01569838	0.01569838	0.01569838	0.01569838	0.01569838	0.01569838	0.01569838	0.01569838	0.01569838	0.01569838	0.01569838	0.01569838	0.01569838	0.01569838	0.01569838	0.01569838	0.01569838	0.01569838	0.01569838
2022-06-22T02:00	0.02002604	0.02002604	0.02002604	0.02002604	0.02002604	0.02002604	0.02002604	0.02002604	0.02002604	0.02002604	0.02002604	0.02002604	0.02002604	0.02002604	0.02002604	0.02002604	0.02002604	0.02002604	0.02002604	0.02002604	0.02002604	0.02002604	0.02002604	0.02002604	0.02002604	0.02002604	0.02002604	0.02002604	0.02002604	0.02002604	0.02002604	0.02002604	0.02002604	0.02002604	0.02002604	0.02002604	0.02002604	0.02002604	0.02002604	0.02002604	0.02002604	0.02002604	0.02002604	0.02002604	0.02002604	0.02002604	0.02002604	0.02002604
2022-06-22T03:00	0.03097248	0.03097248	0.03097248	0.03097248	0.03097248	0.03097248	0.03097248	0.03097248	0.03097248	0.03097248	0.03097248	0.03097248	0.03097248	0.03097248	0.03097248	0.03097248	0.03097248	0.03097248	0.03097248	0.03097248	0.03097248	0.03097248	0.03097248	0.03097248	0.03097248	0.03097248	0.03097248	0.03097248	0.03097248	0.03097248	0.03097248	0.03097248	0.03097248	0.03097248	0.03097248	0.03097248	0.03097248	0.03097248	0.03097248	0.03097248	0.03097248	0.03097248	0.03097248	0.03097248	0.03097248	0.03097248	0.03097248	0.03097248
2022-06-22T04:00	0.02766309	0.02766309	0.02766309	0.02766309	0.02766309	0.02766309	0.02766309	0.02766309	0.02766309	0.02766309	0.02766309	0.02766309	0.02766309	0.02766309	0.02766309	0.02766309	0.02766309	0.02766309	0.02766309	0.02766309	0.02766309	0.02766309	0.02766309	0.02766309	0.02766309	0.02766309	0.02766309	0.02766309	0.02766309	0.02766309	0.02766309	0.02766309	0.02766309	0.02766309	0.02766309	0.02766309	0.02766309	0.02766309	0.02766309	0.02766309	0.02766309	0.02766309	0.02766309	0.02766309	0.02766309	0.02766309	0.02766309	0.02766309
2022-06-22T05:00	0.009079603	0.009079603	0.009079603	0.009079603	0.009079603	0.009079603	0.009079603	0.009079603	0.009079603	0.009079603	0.009079603	0.009079603	0.009079603	0.009079603	0.009079603	0.009079603	0.009079603	0.009079603	0.009079603	0.009079603	0.009079603	0.009079603	0.009079603	0.009079603	0.009079603	0.009079603	0.009079603	0.009079603	0.009079603	0.009079603	0.009079603	0.009079603	0.009079603	0.009079603	0.009079603	0.009079603	0.009079603	0.009079603	0.009079603	0.009079603	0.009079603	0.009079603	0.009079603	0.009079603	0.009079603	0.009079603	0.009079603	0.009079603
2022-06-22T06:00	0.01289813	0.01289813	0.01289813	0.01289813	0.01289813	0.01289813	0.01289813	0.01289813	0.01289813	0.01289813	0.01289813	0.01289813	0.01289813	0.01289813	0.01289813	0.01289813	0.01289813	0.01289813	0.01289813	0.01289813	0.01289813	0.01289813	0.01289813	0.01289813	0.01289813	0.01289813	0.01289813	0.01289813	0.01289813	0.01289813	0.01289813	0.01289813	0.01289813	0.01289813	0.01289813	0.01289813	0.01289813	0.01289813	0.01289813	0.01289813	0.01289813	0.01289813	0.01289813	0.01289813	0.01289813	0.01289813	0.01289813	0.01289813
2022-06-22T07:00	0.03190589	0.03190589	0.03190589	0.03190589	0.03190589	0.03190589	0.03190589	0.03190589	0.03190589	0.03190589	0.03190589	0.03190589	0.03190589	0.03190589	0.03190589	0.03190589	0.03190589	0.03190589	0.03190589	0.03190589	0.03190589	0.03190589	0.03190589	0.03190589	0.03190589	0.03190589	0.03190589	0.03190589	0.03190589	0.03190589	0.03190589	0.03190589	0.03190589	0.03190589	0.03190589	0.03190589	0.03190589	0.03190589	0.03190589	0.03190589	0.03190589	0.03190589	0.03190589	0.03190589	0.03190589	0.03190589	0.03190589	0.03190589
2022-06-22T08:00	0.2002604	0.2002604	0.2002604	0.2002604	0.2002604	0.2002604	0.2002604	0.2002604	0.2002604	0.2002604	0.2002604	0.2002604	0.2002604	0.2002604	0.2002604	0.2002604	0.2002604	0.2002604	0.2002604	0.2002604	0.2002604	0.2002604	0.2002604	0.2002604	0.2002604	0.2002604	0.2002604	0.2002604	0.2002604	0.2002604	0.2002604	0.2002604	0.2002604	0.2002604	0.2002604	0.2002604	0.2002604	0.2002604	0.2002604	0.2002604	0.2002604	0.2002604	0.2002604	0.2002604	0.2002604	0.2002604	0.2002604	0.2002604
